Full Name,Email,Mobile,City,State,Lead Status,Source,Lead Date
Rahul Das,lead560@example.com,9123948939.0,Kochi,Maharashtra,New,Social Media,2026-05-11
Sanjay Singh,lead937@example.com,9883263464.0,Hyderabad,Telangana,Follow Up,Social Media,2025-12-28
Rahul Verma,lead755@example.com,9846757670.0,Delhi,Delhi,Qualified,Referral,2025/08/31
Deepak Joshi,lead408@example.com,9118943891.0,Kochi,Maharashtra,,Referral,22-08-2025
Sunita Das,lead142@example.com,9733171909.0,,Delhi,Qualified,Google Ads,2026/05/17
Sanjay Joshi,lead183@example.com,9453629554.0,,Karnataka,Lost,Google Ads,2026/05/08
Deepak Reddy,lead761@example.com,9648865178.0,Bengaluru,Kerala,Follow Up,Website,2025-04-24
Sunita Sharma,lead367@example.com,9302105581.0,Mumbai,Kerala,,Website,27/05/2025
Anjali Singh,lead625@example.com,,,Maharashtra,Qualified,Website,2025/06/16
Sanjay Sharma,lead201@example.com,9681708773.0,Bengaluru,Telangana,Follow Up,Website,2025/08/20
Sunita Singh,lead470@example.com,9720400733.0,Kochi,Delhi,Follow Up,Google Ads,2025-06-01
Amit Joshi,lead838@example.com,9657537789.0,Bengaluru,Kerala,Lost,Google Ads,2025/03/07
Rahul Das,lead1022@example.com,9031727606.0,Kochi,Delhi,Follow Up,Google Ads,2025/12/20
Deepak Das,lead238@example.com,9170154086.0,Bengaluru,Delhi,Lost,Website,2025/07/29
Rahul Verma,lead688@example.com,9588250019.0,,Delhi,New,Referral,06-03-2026
Anjali Thapa,lead68@example.com,9146895994.0,Mumbai,Telangana,Qualified,Google Ads,2025/03/11
Rahul Singh,lead546@example.com,9769579272.0,Bengaluru,Delhi,,Social Media,2026/03/31
Amit Thapa,lead449@example.com,9258654689.0,Bengaluru,Kerala,Qualified,Social Media,01-02-2025
Vikram Reddy,lead529@example.com,9329105358.0,,Maharashtra,New,Referral,2025-02-10
Amit Gupta,lead163@example.com,9512280289.0,Kochi,Kerala,Lost,Social Media,05-02-2026
Deepak Patel,lead852@example.com,9443299300.0,Pune,Delhi,New,Social Media,2025-11-18
Amit Kumar,lead82@example.com,9391417602.0,,Karnataka,Qualified,Referral,2026/04/28
Amit Das,lead1089@example.com,9760913233.0,Pune,Karnataka,New,Referral,10/08/2025
Sanjay Sharma,lead159@example.com,9828742179.0,Pune,Karnataka,Lost,Social Media,09/06/2025
Sunita Das,lead997@example.com,9905221069.0,Mumbai,Delhi,Lost,Website,30-03-2026
Anjali Thapa,lead248@example.com,9627236752.0,Hyderabad,Karnataka,,Google Ads,2025-12-04
Anjali Thapa,lead738@example.com,9086122419.0,Pune,Karnataka,,Website,2026/04/24
Neha Singh,,9500295531.0,Pune,Delhi,Follow Up,Referral,2026-05-02
Neha Sharma,lead868@example.com,9137348894.0,,Kerala,Follow Up,Social Media,20-12-2025
Anjali Verma,lead264@example.com,9327260925.0,,Telangana,Follow Up,Social Media,28-05-2026
Amit Singh,lead256@example.com,9543843699.0,Kochi,Delhi,Qualified,Website,2026/04/30
Vikram Das,lead704@example.com,9638467670.0,Bengaluru,Maharashtra,Lost,Google Ads,2026-02-22
Sunita Singh,lead996@example.com,9824548239.0,Bengaluru,Telangana,Follow Up,Google Ads,11/11/2025
Neha Gupta,lead669@example.com,9676041489.0,Delhi,Telangana,Lost,Social Media,14-02-2026
Vikram Das,lead724@example.com,9487964722.0,Delhi,Karnataka,Qualified,Google Ads,20/08/2025
Anjali Gupta,lead721@example.com,9969746692.0,Mumbai,Kerala,Lost,Google Ads,04/08/2025
Sanjay Gupta,lead583@example.com,9955700424.0,,Telangana,,Google Ads,27-02-2025
Megha Kumar,lead89@example.com,9925711170.0,,Telangana,Follow Up,Social Media,29-11-2025
Rahul Singh,,9042367725.0,Kochi,Karnataka,Lost,Google Ads,2025-08-15
Amit Reddy,lead421@example.com,9582037847.0,Bengaluru,Delhi,New,Google Ads,2025-10-16
Anjali Sharma,lead287@example.com,9026989247.0,Bengaluru,Telangana,Qualified,Social Media,2025/04/29
Amit Verma,lead727@example.com,9718881646.0,Bengaluru,Karnataka,Follow Up,Google Ads,2025-04-03
Priya Gupta,lead589@example.com,9787403217.0,Delhi,Delhi,Qualified,Google Ads,2025-03-15
Neha Sharma,lead800@example.com,,Mumbai,Delhi,New,Website,26-10-2025
Megha Thapa,lead530@example.com,9135344456.0,,Karnataka,Qualified,Google Ads,21/01/2026
Amit Patel,lead946@example.com,9412470277.0,Kochi,Karnataka,New,Social Media,03/05/2025
Priya Singh,lead1072@example.com,9466586502.0,Kochi,Maharashtra,Qualified,Website,2025/06/30
Vikram Gupta,,9791728102.0,Delhi,Kerala,,Google Ads,04/01/2025
Sunita Verma,lead125@example.com,,Pune,Delhi,Lost,Website,27-10-2025
Neha Verma,lead343@example.com,9357236167.0,Bengaluru,Kerala,,Social Media,14-04-2025
Deepak Gupta,lead962@example.com,9908830709.0,Kochi,Kerala,New,Social Media,2025-07-10
Megha Patel,,9746933740.0,,Karnataka,Follow Up,Referral,2026/01/12
Vikram Verma,lead1055@example.com,9962883379.0,Pune,Karnataka,,Referral,30/11/2025
Neha Thapa,lead212@example.com,9892693406.0,Hyderabad,Telangana,,Google Ads,2026-03-26
Deepak Thapa,lead269@example.com,9000517106.0,,Delhi,,Website,2026/06/06
Vikram Das,lead313@example.com,9209938814.0,Bengaluru,Kerala,New,Website,04/04/2026
Sunita Sharma,lead199@example.com,9087769297.0,Hyderabad,Karnataka,Follow Up,Google Ads,2025-05-02
Sunita Thapa,lead748@example.com,9639924858.0,Bengaluru,Maharashtra,Qualified,Referral,02/04/2026
Deepak Joshi,lead541@example.com,9842246669.0,Delhi,Maharashtra,Lost,Referral,2025/12/25
Anjali Das,lead376@example.com,9406190168.0,,Karnataka,New,Referral,2025/02/17
Sunita Das,lead681@example.com,9598612381.0,Hyderabad,Kerala,,Google Ads,24-03-2025
Priya Verma,lead763@example.com,9555291182.0,Pune,Telangana,New,Social Media,26/02/2025
Sunita Gupta,lead22@example.com,9130566383.0,Mumbai,Maharashtra,Follow Up,Google Ads,2025-12-09
Priya Singh,lead620@example.com,9055733585.0,Pune,Telangana,,Website,04-10-2025
Amit Reddy,lead771@example.com,9720855656.0,,Kerala,Lost,Google Ads,27-12-2025
Rahul Verma,lead42@example.com,9003447173.0,Kochi,Kerala,Qualified,Referral,2025/02/20
Sanjay Singh,lead511@example.com,9648236455.0,Hyderabad,Maharashtra,New,Social Media,2025/01/07
Priya Verma,lead1088@example.com,9880229338.0,Mumbai,Delhi,Qualified,Referral,26/09/2025
Deepak Reddy,,9162540231.0,Kochi,Karnataka,Follow Up,Social Media,29-01-2026
Anjali Reddy,lead552@example.com,9298728825.0,Hyderabad,Maharashtra,,Social Media,14-07-2025
Rahul Joshi,,9195396826.0,Delhi,Maharashtra,Qualified,Referral,2025-08-09
Amit Kumar,lead1075@example.com,,Kochi,Telangana,Qualified,Referral,2026/04/28
Amit Gupta,,9580420073.0,Bengaluru,Telangana,,Website,2025/01/31
Sunita Joshi,lead100@example.com,,Delhi,Kerala,Lost,Social Media,2025-04-28
Priya Sharma,lead1071@example.com,9554451611.0,Mumbai,Telangana,Follow Up,Referral,2026/06/09
Anjali Reddy,lead118@example.com,9850415758.0,Pune,Karnataka,Qualified,Social Media,14-02-2025
Anjali Sharma,lead517@example.com,9573080383.0,Hyderabad,Telangana,,Referral,17/06/2026
Sanjay Patel,lead590@example.com,9866030893.0,Bengaluru,Delhi,New,Google Ads,05-01-2026
Neha Joshi,lead932@example.com,9920481824.0,,Kerala,Qualified,Referral,2025/11/25
Vikram Joshi,lead47@example.com,9607459711.0,Delhi,Kerala,New,Social Media,2025/05/27
Vikram Sharma,lead428@example.com,9830081406.0,Mumbai,Delhi,Follow Up,Referral,05/05/2026
Neha Singh,lead895@example.com,9220141400.0,Mumbai,Delhi,Lost,Website,2026/01/25
Vikram Thapa,lead1037@example.com,9431309474.0,Delhi,Telangana,Lost,Google Ads,2026-06-02
Deepak Kumar,lead243@example.com,9498159164.0,Delhi,Maharashtra,Lost,Referral,2026/02/18
Neha Verma,lead114@example.com,9358045736.0,Hyderabad,Telangana,,Google Ads,13/09/2025
Neha Das,lead911@example.com,9053031354.0,,Telangana,Lost,Referral,08-01-2025
Priya Sharma,lead569@example.com,9575813496.0,,Maharashtra,Lost,Google Ads,2026-05-25
Amit Reddy,lead1038@example.com,9698680000.0,Kochi,Delhi,,Google Ads,2025-12-12
Sunita Thapa,lead365@example.com,9856797703.0,Kochi,Delhi,Follow Up,Website,24-03-2025
Deepak Singh,lead77@example.com,9155756238.0,Kochi,Maharashtra,Follow Up,Social Media,2025/08/13
Sunita Sharma,lead462@example.com,9645007758.0,Pune,Karnataka,Qualified,Referral,2026/04/09
Sanjay Singh,lead487@example.com,9196056665.0,Delhi,Telangana,Follow Up,Referral,01/10/2025
Priya Patel,lead369@example.com,9561055221.0,Mumbai,Telangana,Follow Up,Social Media,05-01-2026
Vikram Gupta,lead83@example.com,9296942651.0,Mumbai,Kerala,,Google Ads,25/12/2025
Amit Das,lead621@example.com,9307283431.0,Bengaluru,Delhi,New,Google Ads,2026/04/12
Priya Gupta,lead626@example.com,9175313047.0,Mumbai,Karnataka,Follow Up,Google Ads,2025-02-08
Sunita Sharma,lead324@example.com,9132353777.0,Bengaluru,Delhi,,Google Ads,2026-02-17
Deepak Thapa,lead442@example.com,9217971960.0,,Kerala,Follow Up,Google Ads,26-05-2026
Sanjay Thapa,lead490@example.com,9223320128.0,,Kerala,Qualified,Website,2025-09-27
Deepak Verma,lead374@example.com,9491404360.0,Bengaluru,Telangana,,Referral,2026/04/27
Sanjay Singh,,,Kochi,Karnataka,,Google Ads,2026/01/14
Sanjay Joshi,lead588@example.com,9698243492.0,Mumbai,Telangana,,Social Media,02/06/2026
Anjali Kumar,lead463@example.com,9542850824.0,Bengaluru,Kerala,,Social Media,2026-04-22
Deepak Gupta,lead924@example.com,9007457181.0,Hyderabad,Kerala,,Referral,2026-06-02
Amit Patel,lead740@example.com,9716013600.0,Bengaluru,Maharashtra,Lost,Referral,2026/04/29
Rahul Das,lead280@example.com,9814240728.0,Mumbai,Telangana,Follow Up,Referral,2025-09-10
Megha Thapa,lead781@example.com,9499689690.0,Kochi,Kerala,Lost,Website,12-05-2026
Anjali Das,,9191534259.0,Mumbai,Delhi,Qualified,Social Media,2025/04/18
Megha Singh,lead880@example.com,9953155220.0,Kochi,Delhi,Follow Up,Google Ads,2026/01/04
Amit Das,,9746994455.0,Kochi,Kerala,Lost,Referral,2025/09/21
Megha Patel,lead24@example.com,9451866061.0,Kochi,Maharashtra,Follow Up,Google Ads,2025/08/09
Deepak Singh,lead77@example.com,9155756238.0,Kochi,Maharashtra,Follow Up,Social Media,2025/05/05
Rahul Joshi,lead167@example.com,9420066245.0,Kochi,Kerala,Lost,Website,2026/03/08
Amit Patel,lead1047@example.com,9133134573.0,Hyderabad,Maharashtra,Lost,Referral,19-12-2025
Sunita Thapa,lead685@example.com,9725503147.0,Kochi,Telangana,Lost,Social Media,2025-05-12
Anjali Sharma,lead693@example.com,9270475537.0,Mumbai,Karnataka,Follow Up,Social Media,2025-05-14
Sunita Reddy,lead808@example.com,9248483292.0,Hyderabad,Delhi,New,Social Media,04-06-2025
Anjali Thapa,lead770@example.com,9344692508.0,Hyderabad,Delhi,Lost,Social Media,21/03/2026
Anjali Joshi,lead796@example.com,9207343488.0,Pune,Maharashtra,Lost,Google Ads,2026-01-03
Rahul Patel,lead786@example.com,9724181726.0,Pune,Kerala,,Referral,2025/05/07
Deepak Verma,lead662@example.com,9200833027.0,,Karnataka,,Website,2025/07/02
Priya Das,lead72@example.com,9655897991.0,Bengaluru,Delhi,Lost,Website,09-09-2025
Deepak Gupta,lead515@example.com,9330690057.0,Pune,Maharashtra,,Website,24/05/2026
Deepak Verma,lead865@example.com,9476811100.0,,Karnataka,New,Website,18/04/2026
Anjali Gupta,lead467@example.com,9425728134.0,Hyderabad,Telangana,,Google Ads,2026/06/01
Deepak Verma,,9922155461.0,Bengaluru,Karnataka,,Referral,26-04-2025
Sanjay Kumar,lead1026@example.com,9003833622.0,,Telangana,Lost,Social Media,09/05/2025
Vikram Patel,lead1028@example.com,9838563077.0,Bengaluru,Karnataka,Lost,Google Ads,20-11-2025
Deepak Sharma,lead1077@example.com,9553766550.0,Hyderabad,Delhi,,Website,2025/09/30
Anjali Reddy,lead978@example.com,9852791222.0,Kochi,Kerala,Follow Up,Website,22/11/2025
Neha Gupta,lead127@example.com,9264387617.0,Mumbai,Telangana,Qualified,Referral,2025-05-01
Sanjay Joshi,lead227@example.com,9487349275.0,Hyderabad,Telangana,New,Referral,29-03-2025
Neha Reddy,lead556@example.com,9817477779.0,,Delhi,New,Website,2026-01-23
Megha Gupta,lead889@example.com,9193237720.0,Pune,Delhi,Qualified,Website,27/07/2025
Anjali Kumar,lead677@example.com,9887471486.0,Delhi,Kerala,New,Referral,2025-08-05
Anjali Reddy,lead158@example.com,9164812033.0,Hyderabad,Maharashtra,Follow Up,Google Ads,18-01-2025
Amit Gupta,lead102@example.com,9066363022.0,Hyderabad,Delhi,New,Google Ads,2025-06-18
Priya Joshi,lead209@example.com,9314233416.0,Mumbai,Telangana,,Website,2025/06/25
Megha Thapa,lead873@example.com,9499427281.0,Bengaluru,Delhi,,Website,11-11-2025
Amit Sharma,lead359@example.com,9419379646.0,Kochi,Telangana,Qualified,Website,2025-02-15
Sanjay Thapa,lead769@example.com,9138075534.0,,Telangana,Lost,Google Ads,03/01/2025
Sunita Gupta,lead22@example.com,9130566383.0,Mumbai,Maharashtra,Follow Up,Google Ads,2026/03/23
Megha Singh,lead1017@example.com,9617906085.0,Kochi,Kerala,,Referral,11-10-2025
Vikram Reddy,lead174@example.com,9391625939.0,Hyderabad,Karnataka,Lost,Google Ads,2025-11-16
Deepak Patel,lead371@example.com,9104060367.0,Hyderabad,Kerala,New,Website,10/01/2026
Deepak Reddy,lead654@example.com,9750050322.0,Kochi,Kerala,,Social Media,2025-11-17
Sanjay Reddy,lead749@example.com,9530272638.0,Kochi,Maharashtra,Lost,Website,2025-01-10
Sunita Kumar,lead628@example.com,9487763413.0,Mumbai,Delhi,New,Social Media,2026/01/02
Neha Patel,,,,Delhi,New,Social Media,2026/01/01
Rahul Kumar,lead568@example.com,9892688786.0,Pune,Kerala,Qualified,Referral,2026-05-19
Deepak Patel,lead50@example.com,,Hyderabad,Kerala,,Website,2025/10/13
Neha Verma,lead151@example.com,9909969014.0,Hyderabad,Karnataka,New,Social Media,13-05-2026
Amit Joshi,lead353@example.com,9381022022.0,Bengaluru,Kerala,Lost,Social Media,18/03/2025
Vikram Reddy,lead549@example.com,9678241679.0,Kochi,Maharashtra,Lost,Google Ads,06-06-2025
Sanjay Joshi,lead509@example.com,9430504012.0,,Delhi,Qualified,Referral,2026/02/12
Priya Singh,lead969@example.com,9529238892.0,Delhi,Kerala,Qualified,Referral,2025/03/30
Anjali Kumar,lead947@example.com,9839129029.0,Mumbai,Delhi,Lost,Social Media,2025/08/18
Neha Sharma,lead436@example.com,9606028936.0,,Telangana,New,Website,2026/03/29
Sunita Thapa,lead292@example.com,9290730542.0,Mumbai,Delhi,Follow Up,Referral,2025/06/12
Neha Thapa,lead394@example.com,9771011776.0,Pune,Kerala,New,Google Ads,2025/05/17
Deepak Thapa,lead477@example.com,9934794354.0,Pune,Maharashtra,Qualified,Google Ads,2025/09/02
Rahul Thapa,lead204@example.com,9686271869.0,Delhi,Maharashtra,New,Google Ads,2025/12/21
Rahul Thapa,lead658@example.com,9906381250.0,Bengaluru,Telangana,Follow Up,Social Media,2025/05/26
Neha Sharma,lead723@example.com,9897362649.0,Bengaluru,Telangana,Follow Up,Social Media,13/09/2025
Amit Verma,lead239@example.com,9022915745.0,,Delhi,,Google Ads,18/01/2025
Megha Das,lead993@example.com,9843358135.0,Mumbai,Kerala,Lost,Google Ads,2025-05-28
Deepak Verma,lead927@example.com,9217825378.0,,Kerala,,Website,2025-07-10
Megha Kumar,lead519@example.com,9439914578.0,Delhi,Kerala,Follow Up,Google Ads,2025-07-12
Megha Kumar,lead846@example.com,9313989370.0,Pune,Telangana,New,Referral,2026/05/30
Neha Das,lead605@example.com,9814367038.0,Kochi,Maharashtra,Follow Up,Website,24-04-2025
Neha Gupta,lead1053@example.com,9595992964.0,Hyderabad,Maharashtra,New,Google Ads,2025-04-30
Neha Gupta,lead202@example.com,9621104044.0,Kochi,Kerala,,Social Media,25/04/2026
Amit Reddy,lead425@example.com,,Kochi,Delhi,Qualified,Social Media,2025/11/22
Sunita Patel,lead779@example.com,9190782596.0,,Karnataka,,Google Ads,26/08/2025
Sunita Kumar,lead833@example.com,9460152020.0,Delhi,Delhi,Qualified,Social Media,14-09-2025
Deepak Joshi,lead984@example.com,9802472113.0,Bengaluru,Maharashtra,Qualified,Website,08-03-2026
Sanjay Patel,lead186@example.com,9893042155.0,Kochi,Telangana,New,Google Ads,2025-02-24
Megha Verma,lead276@example.com,9223823127.0,,Karnataka,Qualified,Social Media,2025/07/08
Sanjay Gupta,lead61@example.com,9452200443.0,Pune,Telangana,Lost,Google Ads,2025/03/13
Sunita Patel,lead797@example.com,9873931323.0,Delhi,Delhi,,Google Ads,08-05-2025
Megha Singh,lead338@example.com,9655387054.0,Delhi,Karnataka,Qualified,Referral,02-08-2025
Amit Joshi,lead718@example.com,9199027601.0,,Maharashtra,Lost,Website,17/02/2025
Sanjay Thapa,lead769@example.com,9138075534.0,,Telangana,Lost,Google Ads,22/05/2025
Rahul Gupta,lead634@example.com,9644404497.0,Kochi,Maharashtra,New,Referral,2025-04-07
Deepak Thapa,lead943@example.com,9774476447.0,Mumbai,Delhi,,Website,22-06-2026
Sunita Das,lead835@example.com,9076736531.0,Mumbai,Kerala,Follow Up,Referral,02/05/2025
Priya Joshi,lead286@example.com,9561902575.0,Mumbai,Telangana,Follow Up,Google Ads,2026/06/08
Anjali Sharma,lead524@example.com,9325186972.0,,Delhi,Qualified,Website,01-10-2025
Amit Reddy,lead355@example.com,9476433570.0,,Kerala,Lost,Website,2026/04/30
Megha Sharma,lead917@example.com,9820754301.0,Delhi,Maharashtra,,Website,11/08/2025
Megha Gupta,lead1033@example.com,9752308580.0,,Maharashtra,Qualified,Social Media,19-12-2025
Sanjay Joshi,lead575@example.com,,Kochi,Kerala,Follow Up,Social Media,18-12-2025
Priya Gupta,lead916@example.com,9352607373.0,Pune,Karnataka,New,Social Media,2026/06/10
Vikram Singh,lead494@example.com,9011536965.0,Delhi,Telangana,Qualified,Referral,2025/06/30
Rahul Joshi,lead767@example.com,9452184009.0,,Karnataka,New,Google Ads,13-06-2025
Amit Kumar,lead901@example.com,9763806236.0,Kochi,Karnataka,Follow Up,Website,22-03-2026
Amit Thapa,lead449@example.com,9258654689.0,Bengaluru,Kerala,Qualified,Social Media,26-09-2025
Megha Sharma,lead115@example.com,9184903883.0,Bengaluru,Karnataka,New,Google Ads,2025-08-25
Sunita Kumar,lead1032@example.com,9741673918.0,Delhi,Delhi,New,Social Media,2025-05-07
Anjali Verma,lead84@example.com,9745788270.0,,Maharashtra,Qualified,Website,2026/03/08
Deepak Patel,lead649@example.com,9854259547.0,Delhi,Maharashtra,New,Referral,2025-12-12
Deepak Verma,lead153@example.com,9299830756.0,Mumbai,Telangana,,Referral,2025-04-20
Sunita Reddy,lead149@example.com,9975082462.0,,Delhi,Lost,Social Media,2025-06-15
Vikram Patel,lead128@example.com,9402024426.0,Pune,Maharashtra,Qualified,Website,08/09/2025
Vikram Verma,lead1092@example.com,9514239210.0,Pune,Telangana,Follow Up,Referral,2025/04/15
Priya Verma,lead3@example.com,9752155768.0,Kochi,Telangana,Lost,Website,2025-04-17
Sunita Kumar,lead869@example.com,9872275477.0,Kochi,Maharashtra,New,Website,2026-03-17
Rahul Gupta,,,Delhi,Delhi,Follow Up,Website,26/05/2025
Megha Patel,lead484@example.com,9001870681.0,Kochi,Telangana,Qualified,Website,12/07/2025
Rahul Gupta,lead363@example.com,9484556702.0,Bengaluru,Karnataka,Qualified,Website,2025/09/21
Sanjay Singh,lead909@example.com,9209768746.0,,Karnataka,Lost,Website,2026/03/31
Amit Thapa,lead171@example.com,9962804906.0,Kochi,Delhi,,Social Media,31/03/2026
Rahul Kumar,lead839@example.com,9450054447.0,Hyderabad,Telangana,New,Google Ads,06-12-2025
Priya Singh,lead323@example.com,9855808855.0,,Kerala,Lost,Social Media,2025-09-08
Rahul Sharma,lead415@example.com,9634959985.0,Hyderabad,Maharashtra,Qualified,Referral,2025/11/28
Amit Reddy,lead9@example.com,9665483144.0,,Kerala,New,Google Ads,04/06/2025
Sanjay Thapa,lead794@example.com,9083093671.0,Pune,Maharashtra,New,Google Ads,08-06-2025
Megha Thapa,lead512@example.com,9396587586.0,,Telangana,Lost,Social Media,17-08-2025
Megha Das,lead719@example.com,9373519515.0,,Karnataka,,Referral,08/03/2026
Vikram Singh,lead297@example.com,9910946099.0,,Karnataka,Qualified,Social Media,2026-03-29
Deepak Singh,lead177@example.com,9845312622.0,,Delhi,New,Social Media,2026-03-06
Neha Patel,lead1030@example.com,9222251874.0,,Maharashtra,,Social Media,2025-06-15
Vikram Joshi,lead430@example.com,9579509930.0,Hyderabad,Karnataka,Qualified,Website,10-06-2026
Megha Gupta,lead51@example.com,9423445697.0,Bengaluru,Karnataka,Follow Up,Referral,12/02/2025
Deepak Kumar,lead86@example.com,9779156646.0,Pune,Telangana,,Website,2025-02-24
Neha Joshi,lead938@example.com,9892739317.0,Bengaluru,Karnataka,Follow Up,Website,29-11-2025
Amit Das,lead867@example.com,9985224297.0,Hyderabad,Kerala,Lost,Referral,24/06/2026
Anjali Gupta,lead13@example.com,9042616645.0,Bengaluru,Maharashtra,Follow Up,Referral,2025-12-15
Rahul Kumar,lead844@example.com,9135656606.0,Mumbai,Maharashtra,Qualified,Social Media,15-05-2025
Anjali Patel,lead656@example.com,9913776028.0,Pune,Karnataka,Qualified,Website,24/05/2026
Deepak Patel,lead646@example.com,9161570935.0,Hyderabad,Karnataka,Follow Up,Website,2025/04/01
Deepak Patel,lead400@example.com,,Hyderabad,Delhi,,Social Media,19-01-2026
Anjali Kumar,lead301@example.com,9280049572.0,Kochi,Kerala,New,Google Ads,2025-04-04
Rahul Gupta,lead684@example.com,9120936941.0,Mumbai,Karnataka,Follow Up,Social Media,2026-05-26
Sanjay Joshi,lead499@example.com,9693421903.0,Delhi,Telangana,,Google Ads,04-05-2025
Megha Sharma,lead475@example.com,,Bengaluru,Maharashtra,Follow Up,Referral,2025/06/01
Vikram Patel,lead593@example.com,9548746017.0,Bengaluru,Karnataka,Follow Up,Google Ads,2026/05/25
Megha Kumar,lead283@example.com,9358514894.0,Delhi,Delhi,Follow Up,Website,13/01/2026
Deepak Gupta,lead897@example.com,9494503214.0,,Kerala,Lost,Social Media,06/07/2025
Vikram Reddy,lead1066@example.com,9387455849.0,,Maharashtra,Lost,Google Ads,2025/03/14
Vikram Patel,lead933@example.com,9794595761.0,Delhi,Telangana,,Website,2025-05-27
Neha Patel,lead981@example.com,9669807570.0,Delhi,Delhi,,Referral,01/12/2025
Priya Verma,lead624@example.com,9712909837.0,Bengaluru,Maharashtra,Follow Up,Referral,2025/11/29
Sunita Gupta,,9797181868.0,Mumbai,Delhi,Follow Up,Referral,17-06-2025
Amit Patel,lead266@example.com,9275351279.0,Delhi,Kerala,Qualified,Referral,2025/04/19
Deepak Kumar,lead403@example.com,9306570582.0,,Maharashtra,Follow Up,Website,2026-06-13
Priya Patel,lead792@example.com,9143392237.0,Hyderabad,Karnataka,Follow Up,Referral,02/09/2025
Priya Joshi,lead272@example.com,9440183626.0,Delhi,Telangana,Qualified,Referral,2025/05/01
Anjali Patel,lead717@example.com,9125685745.0,Pune,Delhi,New,Social Media,2025/12/24
Anjali Kumar,lead947@example.com,9839129029.0,Mumbai,Delhi,Lost,Social Media,12-06-2025
Rahul Patel,lead347@example.com,9490514864.0,Bengaluru,Telangana,New,Google Ads,2025-12-19
Rahul Verma,lead706@example.com,9209868917.0,Pune,Telangana,,Referral,31-05-2025
Amit Gupta,lead328@example.com,9988703066.0,Bengaluru,Karnataka,New,Website,2025/04/02
Priya Sharma,,,,Maharashtra,Follow Up,Social Media,2025-03-09
Deepak Reddy,lead380@example.com,9475724353.0,Kochi,Delhi,Follow Up,Website,31-07-2025
Rahul Verma,lead64@example.com,9300538264.0,,Delhi,New,Google Ads,2025/06/10
Deepak Verma,lead695@example.com,9916715223.0,Pune,Maharashtra,,Social Media,08/02/2026
Sunita Verma,lead691@example.com,9263523104.0,,Delhi,,Website,14/05/2025
Megha Patel,lead989@example.com,9173797924.0,Bengaluru,Karnataka,New,Referral,2025/03/12
Priya Verma,lead712@example.com,9782969941.0,Mumbai,Karnataka,Qualified,Referral,2026-04-19
Anjali Kumar,lead941@example.com,9523564568.0,Delhi,Kerala,,Referral,17-08-2025
Vikram Sharma,lead683@example.com,9999262871.0,Delhi,Telangana,Lost,Google Ads,2025/09/16
Sanjay Verma,lead372@example.com,9295392015.0,Bengaluru,Kerala,,Referral,01/12/2025
Deepak Sharma,lead249@example.com,9748953092.0,Mumbai,Delhi,Lost,Website,21-03-2026
Deepak Joshi,lead1098@example.com,9929054786.0,Pune,Maharashtra,Follow Up,Social Media,02-05-2025
Vikram Reddy,,,Pune,Karnataka,,Social Media,03-06-2025
Priya Thapa,lead52@example.com,9295850125.0,Delhi,Delhi,New,Website,17/02/2025
Rahul Das,lead1042@example.com,9142379134.0,Bengaluru,Kerala,Lost,Google Ads,14/04/2026
Rahul Patel,lead532@example.com,9891515269.0,Kochi,Maharashtra,New,Referral,06/02/2025
Anjali Verma,lead1029@example.com,9848278148.0,Hyderabad,Karnataka,Lost,Referral,2025-08-03
Megha Singh,lead382@example.com,9690893830.0,Mumbai,Kerala,New,Social Media,2025-02-22
Sunita Singh,lead925@example.com,,Pune,Karnataka,Lost,Website,2025-08-12
Deepak Gupta,lead235@example.com,9899340177.0,,Maharashtra,Qualified,Website,13/01/2025
Amit Thapa,lead701@example.com,9669009043.0,Hyderabad,Telangana,New,Google Ads,22/03/2025
Sanjay Das,lead200@example.com,,Hyderabad,Telangana,,Social Media,07/03/2025
Sunita Joshi,lead582@example.com,9742431088.0,Hyderabad,Delhi,Qualified,Social Media,03/01/2026
Neha Das,lead416@example.com,9389019708.0,Pune,Kerala,Follow Up,Referral,2025/08/29
Amit Verma,lead237@example.com,9375521202.0,,Telangana,New,Social Media,01/03/2026
Megha Verma,lead503@example.com,9248953190.0,Mumbai,Telangana,New,Google Ads,2026-06-04
Deepak Verma,lead173@example.com,9647332876.0,Pune,Delhi,Follow Up,Referral,2025-12-31
Priya Reddy,lead281@example.com,9681965303.0,Pune,Delhi,Lost,Social Media,2025-11-19
Sanjay Sharma,,9499226891.0,Kochi,Delhi,Follow Up,Google Ads,2025/04/28
Megha Reddy,lead259@example.com,9572265128.0,Mumbai,Telangana,Follow Up,Website,2025/12/01
Neha Verma,lead294@example.com,9983688370.0,Bengaluru,Telangana,Qualified,Social Media,24-01-2025
Rahul Reddy,lead753@example.com,9772640136.0,Pune,Telangana,Qualified,Website,2025-04-14
Amit Joshi,lead890@example.com,9393204214.0,Hyderabad,Telangana,,Google Ads,2026/04/17
Deepak Verma,lead76@example.com,9528442884.0,Kochi,Karnataka,Follow Up,Social Media,2025/08/19
Sanjay Gupta,lead542@example.com,9080039387.0,Pune,Kerala,Follow Up,Google Ads,24/05/2026
Rahul Joshi,lead123@example.com,9423395642.0,Mumbai,Telangana,,Website,06-07-2025
Megha Gupta,,9466535798.0,,Delhi,Qualified,Google Ads,25/02/2026
Megha Das,lead185@example.com,9151859459.0,Hyderabad,Telangana,Qualified,Referral,2025-05-01
